League,Team,Department,Full Name,Title
NFL,New York Jets,Marketing,Daniel Frazier,"Manager, Creative Services"
NFL,New York Jets,Marketing,Keira Kinney,"Manager, Creative"
NFL,New York Jets,Marketing,Ted Betsy,Graphic Designer
NFL,New York Jets,Marketing,Yash Patel,Graphic Designer
NFL,New York Jets,Premium Partnerships,James Turek,"Senior Director, Premium Partnerships"
NFL,New York Jets,Premium Partnerships,Franki Abplanalp,"Coordinator, Premium Partnerships"
NFL,New York Jets,Premium Partnerships,Stephanie Chaves,"Manager, Premium Partnerships, Service and Retention"
NFL,New York Jets,Strategy,Kyle Canney,"Senior Manager, Strategy & Business Intelligence"
NFL,New York Jets,Strategy,Kirsten Schubert,"Coordinator, Strategy"
NFL,New York Jets,Ticket Sales,Adam Lewis,"Director, Ticket Sales"
NFL,New York Jets,Ticket Sales,James Kim,"Manager, Ticket Sales"
NFL,New York Jets,Ticket Sales,Kyle Beach,Senior Account Executive
NFL,New York Jets,Ticket Sales,Frank Messina,Senior Account Executive
NFL,New York Jets,Ticket Sales,Connor Page,Senior Account Executive
NFL,New York Jets,Ticket Sales,Chris Ryan,Senior Account Executive
NFL,New York Jets,Ticket Sales,Michael Cleary,Account Executive
NFL,New York Jets,Ticket Sales,Michael Goggin,Account Executive
NFL,New York Jets,Ticket Sales,Matthew McDonough,Account Executive
NFL,New York Jets,Ticket Sales,William O'Connor,Account Executive
NFL,New York Jets,Ticket Sales,John Pedrick,Account Executive
NFL,New York Jets,Ticket Sales,Nick Petuhov,Account Executive
NFL,New York Jets,Ticket Sales,Tyler Voce,Account Executive
NFL,New York Jets,Ticket Sales,Benji Ticknor,Account Executive
NFL,New York Jets,Ticket Sales,Andrew Martins,"Executive, Inside Sales"
NFL,Baltimore Ravens,Executive,Steve Bisciotti,Owner
NFL,Baltimore Ravens,Executive,Sashi Brown,President
NFL,Baltimore Ravens,Executive,Dick Cass,President Emeritus
NFL,Baltimore Ravens,Executive,Ozzie Newsome,Executive Vice President
NFL,Baltimore Ravens,Executive,Ron Shapiro,Special Advisor to the Owner
NFL,Baltimore Ravens,Executive,Lisa Dixon,Sr. Director of Special Events/Special Assistant to the Owner
NFL,Baltimore Ravens,Executive,Adam Neuman,"Chief of Staff, Special Advisor to the President"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Elizabeth Mearman,"Sr. Vice President of People, Culture & Inclusion"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Julie Tambussi,"Sr. Director of People, Culture & Inclusion"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Jillian Black,Director of People Operations
NFL,Baltimore Ravens,"People, Culture & Inclusion",Jasmine Chiazor,"Sr. People, Culture & Inclusion Manager – Talent Acquisition"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Jordan Bonner,"People, Culture & Inclusion Manager – Employee Experience"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Davon Charles,"People, Culture & Inclusion Manager"
NFL,Baltimore Ravens,"People, Culture & Inclusion",Patti Holtery,Sr. Payroll Specialist
NFL,Baltimore Ravens,"People, Culture & Inclusion",Katie Norman,Payroll Specialist
NFL,Baltimore Ravens,"People, Culture & Inclusion",Karen McGee,"People, Culture & Inclusion Coordinator"
NFL,Baltimore Ravens,Operations,Simon Gelan,SVP of Operations
NFL,Baltimore Ravens,Operations,Joan Fennekohl,Vice President of Team Travel
NFL,Baltimore Ravens,Operations,Keith Mathews,Sr. Director of Facilities Maintenance
NFL,Baltimore Ravens,Operations,Ray Littleton,Director of Facilities Operations
NFL,Baltimore Ravens,Operations,Matt Klug,"Sr. Manager, Facilities Operations"
NFL,Baltimore Ravens,Operations,Dan Parsons,"Sr. Manager, Team Operations"
NFL,Baltimore Ravens,Operations,Marlon McLean,Facilities Manager
NFL,Baltimore Ravens,Operations,Major Woods,Operations Coordinator
NFL,Baltimore Ravens,Finance,Jeff Goering,Chief Financial Officer
NFL,Baltimore Ravens,Finance,Jill Leber,Controller
NFL,Baltimore Ravens,Finance,Jason Conn,Sr. Director of Finance
NFL,Baltimore Ravens,Finance,Lauren Himpler,Sr. Manager of Accounting
NFL,Baltimore Ravens,Finance,Emily Weimer,Sr. Accountant
NFL,Baltimore Ravens,Finance,Hayden Malseed,Accountant
NFL,Baltimore Ravens,Finance,Erin Weigand,Accounts Payable Accountant
NFL,Baltimore Ravens,Legal,Brandon Etheridge,General Counsel & Sr. Vice President
NFL,Baltimore Ravens,Legal,Theresa Abato,Vice President
NFL,Baltimore Ravens,Legal,Jessica Markison,Associate General Counsel
NFL,Baltimore Ravens,Information Technology,Nick Fusee,Sr. Director of Information Technology
NFL,Baltimore Ravens,Information Technology,Nate Biggin,Sr. Systems Engineer
NFL,Baltimore Ravens,Information Technology,Sean Rhein,Sr. Support Technician
NFL,Baltimore Ravens,Information Technology,Jeromy Miller,Systems Engineer
NFL,Baltimore Ravens,Information Technology,Connor O'Donoghue,Jr. Systems Engineer
NFL,Baltimore Ravens,Corporate Sales & Business Development,Kevin Rochlitz,Sr. VP/Chief Sales Officer
NFL,Baltimore Ravens,Corporate Sales & Business Development,Aaron Cline,VP of Corporate Sales & Suites
NFL,Baltimore Ravens,Corporate Sales & Business Development,Dan Condon,Sr. Director of Sales
NFL,Baltimore Ravens,Corporate Sales & Business Development,Trey Bennett,Director of Sales
NFL,Baltimore Ravens,Corporate Sales & Business Development,Chris Wack,Director of Corporate Sales
NFL,Baltimore Ravens,Corporate Sales & Business Development,Ryan Burns,Sr. Sales Manager
NFL,Baltimore Ravens,Corporate Sales & Business Development,Gwen Sieck,Corporate Sales & Media Manager
NFL,Baltimore Ravens,Corporate Sales & Business Development,Tyler Cherigo,Strategic Partnership Designer
NFL,Baltimore Ravens,Client Services,Kate Kasabula,Vice President of Client Services
NFL,Baltimore Ravens,Client Services,Hayward Caswell,Director of Suite Services & Operations
NFL,Baltimore Ravens,Client Services,Taylor Consumer,Sr. Client Services Manager
NFL,Baltimore Ravens,Client Services,Jillian Magnotta,"Sr. Manager, Suite Services"
NFL,Baltimore Ravens,Client Services,Sarah Ellison,Client Services Manager
NFL,Baltimore Ravens,Client Services,Emily Gill,Client Services Manager
NFL,Baltimore Ravens,Client Services,Alex Murphy,Manager of Hospitality & Events
NFL,Baltimore Ravens,Ticket Sales & Operations,Baker Koppelman,Sr. Vice President of Ticket Sales & Operations
NFL,Baltimore Ravens,Ticket Sales & Operations,Richard Lintker,Sr. Director of Ticket Sales & Hospitality
NFL,Baltimore Ravens,Ticket Sales & Operations,Adam Mazalewski,"Sr. Director, Ticket Operations"
NFL,Baltimore Ravens,Ticket Sales & Operations,Elli Peltonen,Director of Ticket Services
NFL,Baltimore Ravens,Ticket Sales & Operations,T.J. a'Becket,Ticket Operations & Distribution Sr. Manager
NFL,Baltimore Ravens,Ticket Sales & Operations,Adam Blenckstone,Ticket Sales Manager
NFL,Baltimore Ravens,Ticket Sales & Operations,Eric Hubbs,Ticket Sales & Hospitality Services Manager
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Brad Downs,Sr. Vice President of Marketing & Chief Marketing Officer
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Josh Lukin,Vice President of Brand Strategy & Marketing
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Brittany Eaby,Sr. Director of Marketing
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Jerome D'Mello,Sr. Director of Business Intelligence
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Deandra Duggans,Director of Advertising & Branding
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Chris Beckman,"Sr. Manager, Business Intelligence & Data Visualization"
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Ken Lisse,Sr. Manager of Marketing & Fan Development
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Sam Sussman,Sr. Manager of CRM & Marketing Automation
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Chrissy Baelor,Marketing Events Manager
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Andrew Morrison,Jr. Data Analyst
NFL,Baltimore Ravens,"Marketing, Intelligence & Broadcasting",Mike Gross,CRM Coordinator
NFL,Baltimore Ravens,Public Relations & Community,Heather Harness,Sr. Vice President of Public Relations & Community
NFL,Baltimore Ravens,Public Relations & Community,Marisol Renner,Sr. Director of Communications
NFL,Baltimore Ravens,Public Relations & Community,Patrick Gleason,Sr. Director of Public Relations
NFL,Baltimore Ravens,Public Relations & Community,Tom Valente,Sr. Public Relations Manager
NFL,Baltimore Ravens,Public Relations & Community,Kelly Tallant,Community Relations Director
NFL,Baltimore Ravens,Public Relations & Community,Matt Little,Community Relations Manager
NFL,Baltimore Ravens,Public Relations & Community,Keiana Williams,Public Relations Coordinator
NFL,Baltimore Ravens,Ravens Media,Michelle Andres,Sr. Vice President of Ravens Media
NFL,Baltimore Ravens,Ravens Media,Jay O'Brien,Vice President of Broadcasting & Gameday Productions
NFL,Baltimore Ravens,Ravens Media,Garrett Downing,Sr. Director of Social Media/Digital Host
NFL,Baltimore Ravens,Ravens Media,Eddie Coughlan,Sr. Director of Production & Documentary
NFL,Baltimore Ravens,Ravens Media,Phil Cunningham,Sr. Director of Video Content & Post-Production
NFL,Baltimore Ravens,Ravens Media,Dave Lang,Sr. Director of Digital Strategy & Innovation
NFL,Baltimore Ravens,Ravens Media,Matt Brevet,Director of Production
NFL,Baltimore Ravens,Ravens Media,Steve Groff,Director of Broadcast Technical Operations
NFL,Baltimore Ravens,Ravens Media,Ryan Mink,Editorial Director
NFL,Baltimore Ravens,Ravens Media,Jack Dana,"Sr. Manager, Production & Media Assets"
NFL,Baltimore Ravens,Ravens Media,Brent Airey,Sr. Animator
NFL,Baltimore Ravens,Ravens Media,Nick Modisett,Sr. Manager of Production & Documentary
NFL,Baltimore Ravens,Ravens Media,Steve Shaw,Audio Visual & Broadcast Systems Engineer
NFL,Baltimore Ravens,Ravens Media,Keith Jackson,Motion Designer
NFL,Baltimore Ravens,Ravens Media,Clifton Brown,Staff Writer
NFL,Baltimore Ravens,Ravens Media,Cassie Cherigo,Social Media Manager/Digital Host
NFL,Baltimore Ravens,Ravens Media,David Heringer,Sr. Social Media Graphic Designer
NFL,Baltimore Ravens,Ravens Media,Kristie Osborne,Media Asset Manager
NFL,Baltimore Ravens,Ravens Media,Jakira White,"Manager, Media Sponsorship"
NFL,Baltimore Ravens,Ravens Media,Shelby Lasso,Producer/Editor & Digital Host
NFL,Baltimore Ravens,Ravens Media,Nahom Nega,Producer/Editor
NFL,Baltimore Ravens,Ravens Media,JT Santos,Cinematographer
NFL,Baltimore Ravens,Ravens Media,Jake Rose,Digital Designer
NFL,Baltimore Ravens,Ravens Media,Lauren Purdy,"Sr. Coordinator, Digital Strategy"
NFL,Baltimore Ravens,Ravens Media,Julianna Morraye,Digital User Experience Coordinator
NFL,Baltimore Ravens,Ravens Media,Bryson Neverdon,Video Content & Podcasts Editor
NFL,Baltimore Ravens,Ravens Media,Ashley Oliver,Social Media Coordinator
NFL,Baltimore Ravens,Ravens Media,Jeff Atkinson,Cinematographer
NFL,Baltimore Ravens,Ravens Media,Phil Hoffmann,Team Photographer
NFL,Baltimore Ravens,Ravens Media,Shawn Hubbard,Team Photographer
NFL,Cincinnati Bengals,Executive,Mike Brown,President
NFL,Cincinnati Bengals,Executive,Katie Blackburn,Executive Vice President
NFL,Cincinnati Bengals,Executive,Paul Brown,Vice President
NFL,Cincinnati Bengals,Executive,Troy Blackburn,Vice President
NFL,Cincinnati Bengals,Executive,Caroline Blackburn,Vice President
NFL,Cincinnati Bengals,Business Development,Brian Sells,Vice President & Chief Marketing Officer
NFL,Cincinnati Bengals,Business Development,Tyler Brown,Director of Business Development
NFL,Cincinnati Bengals,Business Development,Brad Chapin,Business Analyst
NFL,Cincinnati Bengals,Content,Elizabeth Blackburn,Director of Strategy & Engagement
NFL,Cincinnati Bengals,Content,Marisa Contipelli,Team Reporter
NFL,Cincinnati Bengals,Content,Geoff Hobson,"Senior Writer, Bengals.com Editor"
NFL,Cincinnati Bengals,Content,Dan Hoard,Radio Play-by-Way Announcer
NFL,Cincinnati Bengals,Content,Dave Lapham,Radio Analyst
NFL,Cincinnati Bengals,Content,Wayne Box Miller,Radio Pregame and Postgame Host
NFL,Cincinnati Bengals,Content,Seth Tanner,Cinematographer
NFL,Cincinnati Bengals,Content,Sam Craft,Team Photographer
NFL,Cincinnati Bengals,Digital Media,Nate Sells,"Director, Digital Media"
NFL,Cincinnati Bengals,Digital Media,Will Rolfe,Social Media Manager
NFL,Cincinnati Bengals,Digital Media,Jamie سلوق,Digital Media Coordinator
NFL,Cincinnati Bengals,Event Management & Hospitality,Emily Lazorko,"Director, Event Management & Hospitality"
NFL,Cincinnati Bengals,Event Management & Hospitality,Molly Ybarzabal,Premium Seating & Hospitality Manager
NFL,Cincinnati Bengals,Event Management & Hospitality,Abby Harlow,Premium Seating and Events Coordinator
NFL,Cincinnati Bengals,Finance,John Brown,"Director, Finance"
NFL,Cincinnati Bengals,Finance,Bill Connelly,Controller
NFL,Cincinnati Bengals,Finance,Andrew Johnson,Staff Accountant
NFL,Cincinnati Bengals,Finance,Kimberly Klosterman,Staff Accountant
NFL,Cincinnati Bengals,Human Resources,Alexia Greiner,"Director, Human Resources"
NFL,Cincinnati Bengals,Human Resources,Abigail Singleton,Human Resources Coordinator
NFL,Cincinnati Bengals,Marketing,Cookie Rojas,"Director, Marketing"
NFL,Cincinnati Bengals,Marketing,Stephan gesturing,Marketing Manager
NFL,Cincinnati Bengals,Marketing,Sam Farello,Creative Services Manager
NFL,Cincinnati Bengals,Marketing,Connor Mellas,Graphic Designer
NFL,Cincinnati Bengals,Marketing,Joe Zicka,Graphic Designer
NFL,Cincinnati Bengals,Partnership Activation,Tres Lawless,"Director, Partnership Activation"
NFL,Cincinnati Bengals,Partnership Activation,Matt D'Orazio,Partnership Activation Manager
NFL,Cincinnati Bengals,Partnership Activation,Grace Reynolds,Partnership Activation Manager
NFL,Cincinnati Bengals,Partnership Activation,Jake Zimmerman,Partnership Activation Coordinator
NFL,Cincinnati Bengals,Partnership Sales,Ryan Holmes,"Director, Corporate Sales"
NFL,Cincinnati Bengals,Partnership Sales,Doug Croley,Corporate Sales Manager
NFL,Cincinnati Bengals,Partnership Sales,Sammy Geroulis,Corporate Sales Manager
NFL,Cincinnati Bengals,Partnership Sales,Sean Marelle,Corporate Sales Manager
NFL,Cincinnati Bengals,Public Relations,P.J. Combs,"Director, Public Relations"
NFL,Cincinnati Bengals,Public Relations,Jonah Dayton,Public Relations Manager
NFL,Cincinnati Bengals,Ticket Sales & Operations,Duane Lewis,"Director, Ticket Sales"
NFL,Cincinnati Bengals,Ticket Sales & Operations,Brendan Ginty,Ticket Operations Manager
NFL,Cincinnati Bengals,Ticket Sales & Operations,Alex Votruba,Season Ticket Manager
NFL,Cincinnati Bengals,Ticket Sales & Operations,Jon Mundy,Group Ticket Manager
NFL,Cincinnati Bengals,Ticket Sales & Operations,Kyle Amend,Inside Sales Manager
NFL,Cincinnati Bengals,Ticket Sales & Operations,Carson Brennan,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Tom Hellman,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Tom Isaacs,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Madison Less,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Michael Robinson,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Hayden Stuckey,Season Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Chris Ball,Group Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Rachel Miller,Group Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Tori Priest,Group Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Jack Williams,Group Ticket Account Executive
NFL,Cincinnati Bengals,Ticket Sales & Operations,Ben Watson,Inside Sales Representative
NFL,Cincinnati Bengals,Executive Leadership,Mike Brown,President
NFL,Cincinnati Bengals,Executive Leadership,Katie Blackburn,Executive Vice President
NFL,Cincinnati Bengals,Executive Leadership,Paul Brown,Vice President
